Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
62.12,5.5,,5,5,3.0,2.0,2.0,0,1,5.7
63.0,4.7,3.0,1,1,4.0,4.0,3.0,0,0,8.6
32.0,,,5,5,6.0,3.0,,2,2,6.5
21.0,,5.0,5,5,3.0,2.0,2.0,0,2,1.53
31.0,,,5,5,5.0,3.0,4.0,0,2,9.5
36.0,,,5,5,4.0,5.0,4.0,0,1,6.25
120.0,,56.0,5,5,3.0,,,0,2,8.6
32.0,3.0,2.3,5,5,5.0,5.0,3.0,0,2,3.7
48.0,,,8,5,5.0,,,2,2,5.5
45.0,,,5,5,,,1.0,1,2,5.9
55.0,,,5,5,5.0,4.0,4.0,0,1,9.29
41.0,4.5,,5,5,5.0,,,0,1,6.6
41.5,4.0,6.0,1,5,4.0,5.0,3.0,0,1,7.7
68.0,,15.0,5,5,,,,0,2,4.6
35.0,,,5,5,5.0,2.0,2.0,2,2,6.85
90.0,,,5,5,3.0,4.0,,2,2,8.7
160.0,8.0,13.0,8,3,2.0,3.0,3.0,1,2,4.65
175.0,10.0,9.0,6,6,3.0,5.0,3.0,0,1,9.1
30.5,4.0,3.0,4,4,4.0,3.0,3.0,0,1,2.65
127.0,9.0,5.0,0,7,1.0,2.0,1.0,0,0,2.16
120.0,5.0,,5,5,2.0,3.0,3.0,0,1,4.55
50.0,4.0,6.0,7,7,4.0,4.0,3.0,0,2,3.7
60.0,10.0,10.0,5,5,3.0,5.0,3.0,0,2,9.99
91.0,4.0,5.0,5,5,4.0,4.0,4.0,0,2,9.3
27.0,3.0,3.0,5,5,3.0,4.0,2.0,0,2,1.99
74.0,,,5,5,5.0,7.0,,0,2,5.5
32.0,3.5,3.0,8,8,4.0,3.0,3.0,0,1,3.95
52.0,4.6,6.0,5,5,4.0,4.0,4.0,0,2,8.6
50.0,4.0,3.0,4,4,3.0,3.0,3.0,0,1,2.75
36.0,4.0,3.0,5,5,5.0,4.0,4.0,0,1,2.8
50.0,5.0,2.0,3,3,6.0,4.0,5.0,0,0,6.5
70.0,4.5,2.5,3,3,5.0,5.0,5.0,0,0,10.0
97.3,5.0,,8,8,3.0,3.0,3.0,0,1,3.49
90.0,6.0,15.0,7,7,5.0,5.0,5.0,0,2,8.79
50.0,,,5,5,6.0,4.0,5.0,0,1,7.55
35.0,,,5,5,6.0,4.0,5.0,0,1,7.8
45.0,4.0,2.0,8,8,2.0,3.0,2.0,2,1,1.49
80.0,4.0,5.0,5,5,2.0,3.0,4.0,0,2,4.25
34.0,,,5,5,5.0,4.0,,0,2,4.3
60.0,,,5,5,3.0,3.0,2.0,0,2,5.9
34.0,,,5,5,5.0,3.0,4.0,0,1,3.3
160.0,8.0,13.0,7,5,3.0,4.0,4.0,2,2,6.2
51.0,,,5,5,,,,0,2,1.85
68.0,,3.0,5,5,,6.0,6.0,0,0,4.95
60.0,,,1,5,,,,0,1,5.0
36.0,4.0,3.5,8,8,5.0,3.0,4.0,0,2,4.55
110.0,,,5,5,3.0,3.0,3.0,0,2,5.9
42.0,4.0,4.0,5,5,2.0,2.0,2.0,0,1,1.9
75.0,5.0,,5,5,4.0,,,0,2,4.3
35.0,,3.0,5,5,4.0,4.0,3.0,0,1,3.4
37.0,5.0,8.0,5,5,4.0,3.0,3.0,0,2,3.4
55.0,,,2,5,2.0,3.0,2.0,0,2,4.75
56.0,5.2,,7,5,4.0,2.0,3.0,0,1,6.1
200.0,2.0,6.0,5,5,4.0,5.0,3.0,0,0,6.0
76.0,,,5,5,,2.0,2.0,2,0,2.22
38.0,,,5,5,4.0,3.0,3.0,0,1,7.3
32.0,3.0,,0,5,5.0,3.0,4.0,2,2,4.25
100.0,,,5,5,3.0,3.0,3.0,0,1,5.3
61.0,4.5,3.0,5,5,4.0,4.0,3.0,0,1,8.95
30.0,4.2,3.0,5,5,5.0,3.0,3.0,0,1,6.4
120.0,5.2,5.0,0,0,2.0,2.0,1.0,0,2,5.2
151.0,,,8,5,2.0,2.0,3.0,0,0,5.6
53.0,3.5,7.0,3,3,5.0,8.0,5.0,0,1,8.8
78.0,6.0,,5,5,,,,0,2,7.0
62.44,,,5,5,2.0,3.0,4.0,0,0,8.3
55.0,5.0,4.0,5,5,2.0,1.0,1.0,0,2,7.5
123.0,,,5,5,,,,2,2,4.3
43.0,,,5,5,2.0,2.0,2.0,0,0,1.98
100.0,4.0,,5,5,2.0,3.0,2.0,0,0,9.0
100.0,3.5,24.0,5,5,3.0,3.0,2.0,0,0,8.2
70.0,5.0,12.0,2,5,3.0,,,0,2,5.7
100.0,,,5,5,,,,2,2,8.5
72.0,,,8,5,,,,2,2,7.9
64.0,4.0,16.0,3,3,3.0,4.0,4.0,0,1,10.0
75.0,,,5,5,,,,2,2,8.4
40.0,4.0,4.0,5,5,5.0,4.0,5.0,0,2,9.2
100.0,5.0,12.0,7,5,1.0,2.0,1.0,0,2,7.8
82.5,5.0,12.0,2,2,3.0,3.0,3.0,0,1,9.3
53.28,3.3,60.0,3,8,1.0,1.0,1.0,2,2,8.2
64.0,8.0,4.5,5,5,4.0,5.0,5.0,0,1,8.5
65.6,4.5,,5,5,2.0,3.0,3.0,0,2,5.9
45.0,3.8,3.3,3,3,4.0,5.0,3.0,2,2,3.99
100.0,5.0,6.0,5,5,3.0,4.0,4.0,0,2,7.2
201.0,,,5,5,,,,0,2,8.8
30.3,4.6,,5,5,3.0,2.0,2.0,0,1,3.2
71.2,4.5,8.0,7,5,3.0,4.0,4.0,0,0,4.8
50.0,6.0,13.0,5,5,,,,0,2,6.9
35.0,3.7,3.0,7,7,7.0,4.0,5.0,0,1,9.0
77.5,5.0,11.5,8,3,3.0,4.0,4.0,2,2,4.6
120.0,6.0,56.0,1,1,3.0,4.0,3.0,0,0,8.6
30.0,,,0,5,4.0,2.0,3.0,0,2,3.7
42.5,8.5,4.0,2,5,4.0,3.0,3.0,0,1,5.95
72.0,,,5,5,,,,0,2,7.9
103.0,,5.0,1,1,1.0,2.0,2.0,0,1,5.3
45.0,4.0,4.0,5,5,4.0,4.0,4.0,0,1,7.0
114.0,4.5,8.0,5,5,2.0,3.0,2.0,0,2,2.5
116.0,,,5,5,2.0,6.0,3.0,0,1,9.0
83.0,5.4,,5,5,3.0,,,0,0,9.5
70.0,7.2,,5,5,,,,2,2,3.2
90.0,,6.0,5,5,1.0,,,0,2,8.9
52.0,,,6,5,3.0,4.0,5.0,0,0,6.1
100.0,6.0,15.0,1,1,3.0,6.0,5.0,2,0,6.46
41.0,3.06,,5,5,2.0,2.0,1.0,0,0,3.0
93.0,,3.0,1,5,3.0,4.0,2.0,0,0,4.26
73.0,4.1,12.0,5,5,3.0,3.0,3.0,0,2,8.8
68.0,4.3,7.0,5,5,4.0,3.0,3.0,0,1,9.4
56.0,,10.0,8,5,4.0,5.0,5.0,0,0,5.79
36.0,,,5,5,5.0,,,0,0,6.5
35.0,,,5,5,3.0,3.0,4.0,0,0,1.92
71.0,4.7,4.0,5,5,4.0,4.0,4.0,0,1,6.5
69.2,,,5,5,2.0,6.0,3.0,0,1,6.49
13.5,,,2,5,5.0,3.0,3.0,2,0,5.4
100.0,5.0,7.5,8,8,3.0,3.0,4.0,0,2,7.95
64.5,4.0,6.0,1,1,4.0,6.0,4.0,0,0,8.5
125.0,10.0,4.0,3,3,3.0,5.0,6.0,0,1,8.3
50.0,5.0,2.0,5,5,4.0,5.0,3.0,0,2,7.65
150.0,,30.0,3,4,2.0,3.0,2.0,0,1,3.9
43.0,3.5,15.0,3,3,2.0,2.0,2.0,0,1,3.9
53.8,4.5,8.0,7,6,4.0,3.0,3.0,0,1,4.7
150.0,10.0,16.0,8,8,2.0,3.0,3.0,1,1,8.6
32.0,,,8,1,2.0,2.0,2.0,0,1,3.75
107.1,,,5,5,3.0,3.0,4.0,1,2,3.8
45.0,4.0,7.0,5,5,4.0,4.0,4.0,0,1,9.5
30.0,3.66,,1,1,5.0,3.0,4.0,2,2,6.45
56.0,6.0,30.0,3,3,1.0,1.0,1.0,0,0,7.0
42.2,,4.0,5,5,2.0,2.0,2.0,0,1,2.35
60.0,4.0,7.0,5,5,3.0,4.0,3.0,0,2,4.85
74.0,4.0,10.0,0,3,3.0,4.0,4.0,0,1,6.05
82.0,5.0,5.0,8,8,3.0,3.0,4.0,0,2,7.5
45.0,4.2,5.0,5,5,2.0,,,0,2,3.5
62.0,10.0,,5,5,4.0,4.0,3.0,0,2,9.5
97.0,7.0,7.5,5,5,2.0,4.0,4.0,0,0,5.3
106.0,5.3,,5,5,3.0,4.0,4.0,0,0,4.8
130.0,4.4,16.0,8,5,1.0,3.0,1.0,0,1,8.5
160.0,5.0,14.0,5,5,1.0,,,0,2,9.5
57.0,,,5,5,4.0,4.0,4.0,0,2,8.3
48.0,5.0,4.0,1,1,3.0,3.0,3.0,0,0,2.4
45.0,6.2,,5,5,4.0,4.0,,2,2,7.2
120.0,6.0,5.5,5,5,1.0,3.0,,0,1,3.59
30.4,4.0,3.0,5,5,5.0,3.0,4.0,0,0,5.48
60.5,4.5,4.0,8,8,3.0,3.0,2.0,0,0,4.25
40.0,4.5,3.0,5,5,3.0,3.0,3.0,0,1,6.4
56.0,4.0,13.0,8,8,5.0,5.0,5.0,0,2,7.7
36.0,,,5,5,4.0,3.0,4.0,0,1,2.8
36.0,,,5,5,5.0,4.0,4.0,0,0,1.86
44.0,15.0,15.0,5,5,,3.0,3.0,2,2,4.7
95.0,10.0,,5,5,3.0,5.0,5.0,0,1,9.6
90.0,,,5,5,3.0,4.0,4.0,1,2,9.0
100.0,5.0,30.0,5,5,4.0,4.0,4.0,0,2,8.8
25.0,,,5,5,3.0,2.0,3.0,0,1,3.78
283.0,,,5,5,1.0,6.0,4.0,2,1,9.0
42.0,3.6,,5,5,5.0,,,2,1,9.6
64.0,,,5,5,4.0,4.0,5.0,2,2,8.6
86.6,5.5,,5,5,3.0,5.0,7.0,2,2,9.8
60.0,4.0,5.0,5,5,2.0,2.0,2.0,0,1,2.55
65.0,5.0,,6,5,5.0,4.0,4.0,0,2,6.8
60.0,,,5,5,4.0,,,0,1,8.4
100.0,5.0,17.0,7,5,5.0,,,1,2,10.0
80.0,5.0,4.0,8,5,2.0,2.0,2.0,0,2,6.95
70.0,7.0,10.0,5,5,2.0,2.0,2.0,0,2,1.5
110.0,,21.0,1,5,3.0,5.0,6.0,0,0,5.46
35.0,3.3,5.0,8,8,3.0,3.0,3.0,0,2,5.3
108.0,6.0,,1,5,1.0,2.0,2.0,0,0,2.85
108.0,6.0,16.0,1,5,,2.0,2.0,0,0,2.85
32.0,5.0,5.0,6,6,5.0,4.0,4.0,0,1,5.5
339.0,10.0,,5,5,2.0,3.0,3.0,2,2,6.3
90.0,,,5,5,,,,2,2,3.2
62.0,,12.0,5,5,3.0,4.0,4.0,0,2,3.6
132.0,4.0,6.0,6,6,1.0,2.0,1.0,0,0,7.5
72.0,6.0,13.0,8,8,5.0,5.0,5.0,0,2,7.6
35.0,,,5,5,4.0,3.0,3.0,0,1,1.9
127.0,8.0,15.0,6,6,4.0,6.0,4.0,0,0,7.7
100.0,5.0,10.0,5,5,4.0,,,2,2,3.65
100.0,5.0,5.0,4,5,,,,0,2,3.05
45.0,,5.0,5,5,4.0,7.0,7.0,0,0,6.5
50.0,,,5,5,4.0,4.0,3.0,0,1,6.6
72.0,4.0,6.0,4,4,3.0,3.0,3.0,0,0,4.6
33.0,3.3,2.0,4,4,4.0,3.0,3.0,0,1,4.2
60.0,4.0,7.0,7,7,4.0,5.0,5.0,0,2,5.5
100.0,5.0,5.0,8,8,4.0,7.0,7.0,0,2,9.5
55.0,4.0,15.0,5,5,5.0,6.0,,0,0,8.5
167.0,10.0,3.0,8,8,,3.0,1.0,0,1,3.75
20.0,5.0,,5,5,4.0,3.0,3.0,0,2,4.8
96.8,,,3,1,,4.0,4.0,0,2,9.5
115.0,16.0,,5,5,4.0,4.0,5.0,0,0,6.3
65.0,,,8,5,5.0,,,2,2,6.8
39.0,3.8,15.0,5,1,5.0,6.0,3.0,0,1,8.1
66.0,,8.0,5,5,5.0,4.0,3.0,0,1,9.0
56.0,,,5,5,,,,0,2,4.9
35.0,3.4,2.5,8,5,5.0,3.0,3.0,0,0,4.05
45.0,,,5,5,3.0,4.0,3.0,0,0,1.95
40.8,,4.0,5,5,3.0,5.0,4.0,0,2,5.65
35.0,,,5,5,5.0,4.0,3.0,0,1,2.3
44.0,3.8,,5,5,3.0,3.0,2.0,0,1,2.65
35.0,3.3,4.0,5,5,3.0,3.0,3.0,0,0,2.2
60.0,4.0,5.0,2,3,1.0,2.0,1.0,2,0,1.95
30.0,3.7,3.0,5,5,3.0,3.0,3.0,0,0,1.98
32.0,,,5,5,5.0,3.0,4.0,0,1,3.8
300.0,10.0,,5,5,,,,0,2,1.56
56.0,4.8,3.0,8,8,6.0,4.0,4.0,0,0,5.3
61.5,4.0,5.0,4,4,3.0,5.0,5.0,0,1,7.8
104.0,5.0,5.0,4,5,,2.0,2.0,0,1,1.95
61.0,,3.0,5,5,1.0,2.0,1.0,2,2,4.15
37.0,,,5,5,4.0,3.0,3.0,0,1,5.15
77.0,,,1,5,,,,1,2,8.32
40.0,,,1,5,,,,2,2,5.85
60.0,4.2,8.0,6,6,2.0,3.0,2.0,0,1,2.75
36.0,,,5,5,,,,0,2,7.2
48.0,5.0,4.0,8,8,2.0,2.0,2.0,2,0,2.3
93.5,6.0,5.0,1,5,,2.0,1.0,0,0,1.75
66.0,5.0,6.0,3,5,4.0,5.0,5.0,0,0,5.35
48.2,,,5,5,7.0,,,0,1,9.8
113.0,,8.0,5,5,4.0,3.0,4.0,0,1,5.8
68.0,6.0,6.0,3,5,2.0,3.0,3.0,0,2,3.74
51.0,,,5,5,3.0,4.0,4.0,0,2,5.2
40.0,5.0,7.0,5,5,5.0,5.0,4.0,0,0,3.65
33.0,,,6,5,,3.0,,0,2,2.13
64.1,4.0,3.5,5,7,2.0,3.0,1.0,0,2,2.0
90.0,4.2,6.0,5,5,4.0,4.0,5.0,0,1,7.79
59.0,4.0,25.0,5,5,2.0,2.0,2.0,0,1,1.9
135.0,9.0,,5,5,3.0,,,2,2,7.6
88.0,,,5,5,,,,1,2,7.7
100.0,6.0,15.2,1,1,3.0,4.0,3.0,1,0,6.46
75.0,,6.0,5,5,3.0,4.0,4.0,0,2,4.9
81.0,,,5,5,,,,1,2,10.0
124.8,,,5,5,1.0,,,2,2,1.55
105.0,5.0,10.5,2,5,3.0,4.0,4.0,2,2,4.2
105.0,7.0,5.0,5,5,2.0,2.0,3.0,0,1,3.75
33.0,,,7,7,5.0,3.0,4.0,0,0,3.8
320.0,,,0,7,2.0,4.0,4.0,0,2,7.1
19.0,,3.5,4,5,2.0,1.0,1.0,0,2,2.89
72.0,,8.0,8,5,4.0,4.0,5.0,0,2,7.2
55.0,4.5,5.0,5,5,,,,0,2,6.8
98.0,6.0,,5,5,4.0,5.0,4.0,0,2,8.0
53.0,4.0,5.0,5,5,,4.0,5.0,0,2,7.48
52.0,,,5,5,5.0,,,2,2,6.4
322.0,18.0,15.0,8,8,2.0,4.0,3.0,0,1,6.3
151.8,,4.0,1,1,,4.0,2.0,0,0,9.8
37.0,4.0,2.5,5,5,5.0,5.0,5.0,0,2,6.5
66.0,3.86,6.0,2,5,3.0,3.0,2.0,0,1,7.5
90.0,5.0,,8,8,1.0,1.0,1.0,0,0,2.25
40.0,5.0,2.0,6,6,3.0,3.0,2.0,0,1,5.33
38.0,3.8,6.0,3,8,5.0,4.0,4.0,0,2,7.5
50.0,,,5,5,3.0,,,0,1,6.5
32.0,4.6,,5,5,5.0,3.0,,2,2,3.85
44.0,4.0,10.0,3,3,4.0,4.0,3.0,0,0,2.95
188.0,,,5,5,,3.0,2.0,1,2,6.0
81.0,6.0,6.0,8,5,3.0,6.0,4.0,0,0,7.5
100.0,,,0,0,3.0,5.0,5.0,0,0,3.1
38.0,3.5,5.0,5,5,6.0,3.0,4.0,0,2,4.7
60.0,5.0,17.5,0,5,5.0,4.0,4.0,0,2,4.2
105.0,,,5,5,3.0,4.0,4.0,0,2,9.8
74.0,3.5,,3,5,3.0,4.0,,2,2,5.1
90.0,7.5,7.5,3,3,3.0,4.0,4.0,0,2,6.5
125.0,,28.0,0,0,2.0,2.0,2.0,0,2,2.9
35.0,,2.8,5,5,3.0,3.0,3.0,0,1,1.85
46.0,,3.0,5,5,3.0,3.0,2.0,0,1,2.6
50.0,,,5,5,3.0,4.0,3.0,0,2,6.5
32.0,4.2,2.5,7,5,4.0,4.0,3.0,0,2,2.7
104.4,5.0,12.0,8,8,4.0,4.0,5.0,2,1,9.2
114.0,,,5,5,5.0,5.0,4.0,0,2,8.48
160.0,8.0,,5,5,,,,0,2,9.5
31.0,3.0,3.0,5,5,5.0,3.0,4.0,0,0,4.3
65.0,5.0,12.0,6,6,6.0,4.0,4.0,0,0,6.8
90.0,5.0,7.0,4,5,2.0,3.0,3.0,0,2,7.2
48.0,,,5,5,5.0,6.0,,0,1,8.5
66.0,4.0,8.0,5,5,3.0,3.0,4.0,0,2,5.99
162.0,14.0,14.0,8,8,3.0,4.0,4.0,1,2,8.26
120.0,4.0,8.0,1,5,1.0,2.0,1.0,0,2,8.2
60.0,5.0,7.5,5,5,2.0,3.0,2.0,0,1,5.6
76.0,6.0,,5,5,2.0,,,0,2,7.5
32.0,,,5,5,5.0,4.0,4.0,0,1,3.0
100.0,,,5,5,,,,1,0,3.3
54.0,4.7,5.0,3,5,3.0,3.0,3.0,0,1,5.7
66.0,4.3,10.0,5,5,4.0,3.0,2.0,0,2,7.99
44.0,,6.0,5,5,1.0,2.0,2.0,0,1,2.3
21.0,7.0,,8,5,5.0,3.0,2.0,0,1,4.5
165.0,,15.0,5,5,,,,2,2,7.3
69.1,3.7,5.0,5,5,2.0,5.0,4.0,0,0,9.69
88.0,,,7,5,,,,2,2,9.8
110.0,,,5,5,3.0,,,2,2,7.5
47.1,4.1,6.0,4,5,4.0,4.0,3.0,0,0,3.3
31.0,,,5,5,,,,2,2,6.9
16.0,4.0,3.0,0,5,3.0,2.0,2.0,1,1,1.15
65.0,,,2,2,,2.0,1.0,1,0,6.21
100.0,5.0,5.0,8,8,4.0,7.0,7.0,0,0,9.5
95.0,,,8,8,2.0,3.0,2.0,0,2,1.75
80.0,4.2,2.5,8,5,3.0,3.0,3.0,0,1,6.8
90.0,6.0,,5,5,3.0,4.0,5.0,1,2,8.5
55.0,4.0,4.5,5,5,4.0,5.0,4.0,0,0,8.9
300.0,,,5,5,,,,2,2,2.9
67.5,,,5,5,4.0,,,0,2,4.5
35.0,4.4,,5,5,5.0,3.0,3.0,0,2,5.9
42.0,,,5,5,,,,0,2,4.3
162.2,6.9,2.0,3,5,1.0,3.0,2.0,0,2,9.95
163.2,,,5,5,,,,2,2,8.15
75.0,5.0,20.0,4,4,3.0,4.0,3.0,0,1,6.7
100.0,5.0,30.0,1,1,4.0,4.0,4.0,0,2,6.5
106.0,,7.5,5,5,3.0,,3.0,0,1,5.8
26.0,3.0,20.0,8,5,4.0,4.0,3.0,0,2,1.1
63.2,15.0,6.0,8,5,4.0,5.0,4.0,0,0,6.4
46.0,,,5,5,,,,2,2,4.6
96.0,8.0,5.0,5,5,2.0,5.0,3.0,0,2,5.9
55.0,,10.5,5,5,2.0,2.0,2.0,0,1,5.3
69.0,,,5,5,,,,0,2,3.8
46.0,,,5,5,4.0,4.0,4.0,2,2,8.0
60.0,4.0,,5,5,1.0,,,2,2,1.2
42.0,5.1,,5,5,2.0,3.0,2.0,0,0,4.25
35.0,7.0,,5,5,4.0,3.0,3.0,0,2,4.2
160.0,,,5,5,,,,0,2,9.5
78.0,6.0,30.0,8,8,5.0,7.0,5.0,0,2,9.3
88.0,8.0,7.0,1,1,4.0,5.0,6.0,0,2,6.2
400.0,20.0,40.0,1,1,4.0,4.0,3.0,0,1,6.3
98.0,,,5,4,5.0,9.0,7.0,2,2,8.0
94.0,4.6,,5,5,,,,0,2,3.8
47.1,4.3,2.0,2,6,2.0,3.0,2.0,0,0,5.4
176.0,5.0,6.0,4,5,,2.0,1.0,1,1,1.95
53.0,,18.0,5,5,3.0,4.0,3.0,2,2,6.9
39.0,,,5,5,,5.0,4.0,0,2,7.3
72.0,,6.0,5,5,1.0,3.0,2.0,0,0,5.75
33.6,,,5,5,4.0,4.0,4.0,0,2,4.85
150.0,,,5,5,1.0,3.0,3.0,2,1,5.99
37.0,5.0,,5,5,6.0,3.0,4.0,0,1,6.38
75.0,5.0,10.0,2,2,3.0,4.0,4.0,0,1,9.8
50.0,,,5,5,3.0,4.0,4.0,0,0,8.9
150.0,,27.0,0,0,3.0,4.0,4.0,0,1,6.15
58.3,,,5,5,5.0,,,0,1,9.3
114.0,30.0,30.0,5,5,,,,2,2,7.18
35.0,,,5,5,2.0,3.0,2.0,0,2,4.9
100.0,,7.0,6,1,2.0,3.0,2.0,0,2,2.8
50.0,3.5,2.5,5,5,1.0,3.0,1.0,0,1,4.9
28.0,3.1,2.0,5,5,4.0,,,2,2,4.75
75.0,5.0,20.0,8,5,5.0,,,2,2,8.5
85.0,5.0,,7,7,3.0,4.0,3.0,0,2,2.1
92.3,4.4,4.0,5,5,2.0,4.0,2.0,0,2,4.7
63.0,,12.0,5,5,4.0,4.0,4.0,0,1,9.2
28.0,,,5,5,4.0,3.0,2.0,0,1,7.5
50.0,,,5,5,,,,2,2,1.33
30.0,,10.0,2,2,2.0,2.0,2.0,0,1,3.9
35.0,5.0,3.0,5,5,5.0,4.0,5.0,0,1,4.55
37.4,,,5,5,2.0,2.0,2.0,0,2,1.88
36.0,,,5,5,2.0,2.0,2.0,2,2,3.68
580.0,,,5,5,,2.0,2.0,0,1,3.0
55.0,5.0,12.0,5,5,3.0,4.0,5.0,0,1,6.77
63.0,10.0,,5,5,5.0,4.0,5.0,0,1,8.4
40.0,,,5,5,6.0,,7.0,2,2,7.35
50.0,,,5,5,5.0,6.0,5.0,0,2,8.2
40.0,4.0,4.0,3,3,1.0,2.0,1.0,0,2,5.5
52.0,,,5,5,4.0,4.0,4.0,2,2,4.6
105.0,7.5,20.0,6,1,4.0,6.0,6.0,0,2,5.6
30.5,3.05,4.0,7,7,5.0,3.0,4.0,0,1,6.4
54.9,,7.0,5,5,3.0,5.0,5.0,0,1,4.75
60.0,4.0,8.0,3,3,4.0,4.0,5.0,0,0,8.1
105.0,7.5,21.0,1,6,4.0,6.0,6.0,2,2,5.6
45.0,,,5,5,,,,2,2,2.8
35.0,,,5,5,5.0,,,2,2,3.6
60.0,4.5,8.0,8,8,3.0,4.0,3.0,0,0,6.8
44.0,5.0,3.0,1,7,6.0,5.0,5.0,0,2,8.7
35.0,3.9,2.0,5,5,5.0,3.0,4.0,0,0,6.3
150.0,8.0,15.0,1,1,2.0,4.0,2.0,0,2,2.55
96.0,,8.0,5,5,,,,0,1,9.0
89.0,4.0,12.0,5,5,1.0,3.0,2.0,0,0,1.25
27.0,,,5,5,4.0,3.0,4.0,0,2,6.6
30.0,,,5,5,5.0,6.0,4.0,2,2,4.25
330.0,,,5,5,1.0,3.0,2.0,0,2,7.7
67.5,4.5,15.0,4,5,4.0,4.0,4.0,0,2,4.68
24.0,4.0,2.0,0,0,1.0,2.0,1.0,1,2,1.15
95.0,5.2,6.0,1,1,2.0,3.0,3.0,0,0,7.55
60.0,,3.0,1,1,3.0,3.0,3.0,2,0,1.87
110.0,4.0,12.0,3,3,3.0,4.0,4.0,2,1,7.65
50.0,,6.0,8,8,3.0,4.0,5.0,0,1,4.99
150.0,,,1,5,1.0,4.0,2.0,0,2,2.25
56.0,4.0,8.0,5,5,4.0,4.0,5.0,0,1,6.2
64.0,10.0,10.0,8,8,4.0,4.0,5.0,0,1,7.5
39.0,,,5,5,4.0,4.0,5.0,0,1,4.1
510.0,6.5,36.0,5,5,,2.0,2.0,0,0,3.8
111.0,11.0,16.0,0,0,3.0,4.0,4.0,1,2,6.76
40.0,3.5,2.0,8,8,6.0,8.0,8.0,0,1,6.98
80.0,5.0,7.0,5,5,3.0,3.0,3.0,2,2,6.1
70.0,,,5,5,5.0,6.0,4.0,0,0,4.15
56.0,,8.0,5,5,5.0,4.0,5.0,0,1,6.5
150.0,,10.0,6,5,,9.0,9.0,2,2,2.18
67.5,4.5,15.0,4,5,4.0,,,0,0,4.6
44.0,4.6,,5,5,4.0,,,0,2,5.95
45.0,,,5,5,3.0,4.0,3.0,0,0,2.48
58.0,4.0,3.0,5,5,5.0,4.0,4.0,0,2,7.9
39.0,,,5,5,7.0,,,0,1,9.7
52.0,,,5,5,,,,1,2,4.5
61.0,4.0,,5,5,3.0,3.0,3.0,0,1,6.5
67.5,4.5,9.0,8,8,4.0,3.0,3.0,0,0,9.0
80.0,,,5,5,,3.0,4.0,0,2,2.99
68.0,6.0,9.0,4,4,4.0,4.0,4.0,2,0,9.0
25.0,4.1,2.0,8,5,2.0,2.0,2.0,0,2,3.45
66.0,6.0,6.0,7,8,4.0,4.0,4.0,0,1,10.0
511.0,11.5,8.0,5,5,1.0,2.0,1.0,0,1,5.5
126.0,,,5,5,,,,1,2,7.5
220.0,,14.0,1,5,3.0,5.0,4.0,2,2,8.5
51.0,,,2,5,2.0,3.0,2.0,0,1,5.5
95.0,29.0,29.0,7,7,3.0,4.0,5.0,0,2,5.5
44.0,5.0,5.0,6,6,2.0,2.0,1.0,0,0,3.9
64.0,,7.0,0,5,5.0,4.0,5.0,0,1,6.5
52.5,5.0,,5,5,2.0,2.0,2.0,0,2,5.75
90.0,6.0,16.0,3,3,2.0,3.0,3.0,1,2,4.7
136.6,,,5,5,,,,0,0,4.8
96.0,8.0,20.0,3,3,4.0,5.0,6.0,1,1,8.5
41.6,3.0,,5,5,5.0,4.0,4.0,0,0,6.3
79.0,5.3,2.5,6,6,4.0,4.0,6.0,0,1,7.0
100.0,,,5,5,3.0,3.0,3.0,0,1,3.55
97.9,,13.0,5,5,3.0,4.0,3.0,0,0,4.5
81.0,,,5,5,,,,2,2,4.75
80.0,,12.0,5,5,3.0,,,0,2,6.5
41.0,,,5,5,4.0,4.0,5.0,0,1,6.75
27.0,2.7,,3,5,5.0,2.0,3.0,0,1,5.5
95.0,,30.0,5,5,,,,0,2,5.65
78.0,,,5,5,,3.0,,0,0,2.8
87.2,4.0,,5,5,2.0,2.0,1.0,0,0,2.75
68.0,4.0,18.0,1,1,2.0,3.0,2.0,0,2,1.85
80.0,5.0,10.0,5,5,4.0,4.0,4.0,0,2,9.6
75.0,,,5,5,,,,2,2,4.3
84.0,6.0,6.0,5,5,1.0,2.0,1.0,0,2,2.85
28.0,2.6,,5,5,4.0,2.0,3.0,0,2,5.0
52.0,,3.5,5,5,5.0,,,0,1,8.0
35.0,,,5,5,5.0,4.0,,0,0,5.04
78.0,,10.5,5,5,3.0,3.0,4.0,0,1,8.69
41.0,,3.0,5,5,2.0,2.0,2.0,0,0,2.2
34.0,,,5,5,5.0,5.0,,0,0,5.25
35.0,4.0,3.0,5,5,5.0,3.0,4.0,2,1,5.65
45.0,,,5,5,5.0,5.0,,0,0,9.6
73.0,4.3,,5,5,3.0,3.0,2.0,0,1,3.7
44.0,4.0,3.0,5,5,3.0,6.0,4.0,0,2,6.5
125.0,,10.5,5,5,1.0,1.0,1.0,2,2,6.79
35.0,,,5,5,5.0,4.0,,0,0,3.95
61.0,5.0,,5,5,3.0,3.0,3.0,0,2,7.8
58.0,4.0,5.0,5,5,4.0,3.0,,0,2,6.5
55.0,,,5,5,5.0,,,0,2,5.9
38.0,,,5,5,4.0,5.0,,0,0,4.5
61.0,,,5,5,2.0,1.0,1.0,1,0,4.05
38.0,,,5,5,5.0,3.0,4.0,0,2,8.3
